ProbeID	RefseqBlastZebrafishGene	RefseqBlastZebrafishNucleotide	Number of Different Genes hit with highest stringency
A_15_P622091	bty	NM_001020475 	1
A_15_P150581	zbtb12.2	NM_001044884 	1
A_15_P119010	cxcr3.2	NM_001007314 	1
A_15_P461560	LOC557537	XM_009303593 	1
A_15_P163411	zgc:110329	NM_001017802 	1
CUST_9710_PI425730982	LOC101882656	XM_005174649 	1
CUST_16102_PI425730982	LOC100004582	XM_009294062 	1
A_15_P185546	pde4ba	XM_009302471 	1
CUST_14142_PI425730982	lca5	XM_009297009 	1
A_15_P567767	ftr03	XM_002660884 	1
CUST_5945_PI425730982	atp13a2	NM_001080037 	1
CUST_21448_PI425730982	LOC566514	XM_005173874 	1
A_15_P118942	pank4	NM_200515 	1
A_15_P189391	cacna1f	XM_009303965 	1
A_15_P220263	slc16a4	NM_001080599 	1
A_15_P473045	si:ch211-204a13.2	XM_005159562 	1
CUST_3628_PI425730982	agtr2	NM_001013350 	1
A_15_P406970	si:dkey-91i10.2	NM_001159665 	1
A_15_P175926	tfdp1b	NM_200776 	1
A_15_P420955	itsn2b	NM_001003547 	1
CUST_403_PI425730982	dusp6	NM_194380 	1
A_15_P488960	si:dkey-195m11.11	XM_001333923 	1
CUST_3673_PI425730982	capn2a	NM_001013501 	1
A_15_P112491	wdr32	NM_212946 	1
CUST_1661_PI425731107	samd11	XM_009296913 	1
A_15_P116768	fam73a	NM_001006090 	1
A_15_P116868	arpc5b	NM_201509 	1
A_15_P168156	si:ch211-260p9.3	XM_009293509 	1
A_15_P706456	taf12	NM_198368 	1
A_15_P177746	lyrm2	NM_001159831 	1
A_15_P541127	nol6	NM_001161511 	1
CUST_1888_PI425731107	si:dkey-197c15.6	XM_692391 	1
A_15_P461815	plrdgb	NM_131575 	1
A_15_P162236	zgc:114175	NM_001033738 	1
A_15_P468255	ralgapa1	NM_001146304 	1
A_15_P739051	psmc1a	NM_200033 	1
A_15_P285701	ptgs2a	NM_153657 	1
A_15_P346965	pycrl	NM_001044938 	1
CUST_15346_PI425730982	LOC563681	XM_687040 	1
CUST_3572_PI425730982	wnt8b	NM_130959 	1
A_15_P174816	pcsk5b	NM_001083829 	1
CUST_10667_PI425730982	gpx3	NM_001137555 	1
A_15_P737151	luc7l	NM_001002116 	1
A_15_P119113	clic2	NM_001002561 	1
A_15_P166671	afap1	XM_005156228 	1
A_15_P700051	LOC100537515	XM_009302816 	1
A_15_P741471	tspan4b	NM_001082807 	1
A_15_P137111	LOC100005512	XM_001344509 	1
CUST_19923_PI425730982	nr0b2b	XM_001338242 	1
CUST_1901_PI425731107	LOC566957	XM_009296160 	1
A_15_P756141	mcm4	NM_198913 	1
CUST_2259_PI425730982	zgc:86738	NM_001002141 	1
A_15_P592047	efna3a	XM_001340876 	1
A_15_P132326	smarca5	NM_001081629 	1
A_15_P208146	rilpl1	NM_001079664 	1
A_15_P196066	ate1	NM_001089468 	1
A_15_P160941	zgc:152658	NM_001076574 	1
A_15_P163311	ncapg2	NM_001089492 	1
A_15_P140091	wdr41	NM_001030261 	1
A_15_P375070	asb12b	NM_001004009 	1
A_15_P607712	scdb	NM_001020705 	1
A_15_P161101	zgc:113425	NM_001013552 	1
A_15_P116913	dpf2	NM_001007152 	1
A_15_P196296	chtf18	NM_001110102 	1
A_15_P225586	naa30	NM_001136249 	1
A_15_P274456	med17	NM_001077574 	1
A_15_P208206	crfb12	NM_001040353 	1
CUST_3390_PI425730982	tmem223	NM_001003594 	1
A_15_P601012	znf330	NM_213373 	1
A_15_P142421	scn4ab	NM_001045065 	1
A_15_P475890	uroc1	NM_001135129 	1
A_15_P207426	slc27a6	NM_001077386 	1
A_15_P199091	sdr39u1	NM_001076578 	1
CUST_3415_PI425730982	acsl1b	NM_001003569 	1
A_15_P404365	cnksr2b	XM_682101 	1
A_15_P626316	plxna1b	NM_001110010 	1
A_15_P721126	zymnd12	NM_001007304 	1
CUST_14041_PI425730982	atp8b1	XM_001920475 	1
A_15_P761021	LOC103908798	XM_009291467 	1
A_15_P182026	LOC101886109	XM_005159488 	1
A_15_P142666	podxl	NM_001045016 	1
CUST_4207_PI425730982	katna1	NM_001020604 	1
CUST_5533_PI425730982	frmd7	NM_001045356 	1
A_15_P529897	cryzl1	NM_001002633 	1
A_15_P398560	zgc:63863	NM_200401 	1
CUST_1253_PI425731064	klhl30	XM_683058 	1
A_15_P729066	hoxb10a	NM_131541 	1
A_15_P516887	si:dkey-65b12.6	XM_009301712 	1
CUST_20868_PI425730982	si:ch211-270n8.1	XM_001331753 	1
A_15_P289311	LOC100535196	XM_009304344 	1
A_15_P742492	LOC100537972	XM_009301068 	1
A_15_P164936	cldnj	NM_131769 	1
CUST_20405_PI425730982	chrnb1l	NM_001246320 	1
A_15_P729226	LOC797202	NM_001163443 	1
A_15_P133636	siva1	XM_695476 	1
A_15_P630036	zgc:152904	NM_001076744 	1
A_15_P199026	si:rp71-1g18.1	NM_001111162 	1
CUST_4585_PI425730982	grhl2a	NM_001030092 	1
A_15_P706254	myh10	XM_677954 	1
A_15_P171356	cbsa	NM_001111232 	1
CUST_5968_PI425730982	inhbab	NM_001018156 	1
A_15_P730067	tmbim4	NM_001128262 	1
A_15_P737026	chaf1a	NM_001045013 	1
CUST_12304_PI425730982	LOC101885607	XM_009292384 	1
CUST_5975_PI425730982	sirt3	NM_001080174 	1
A_15_P678931	LOC100330442	XM_005173466 	1
A_15_P216311	frmd4ba	XM_009302637 	1
A_15_P751926	mettl23	XM_003198198 	1
CUST_7333_PI425730982	zgc:171971	NM_001109828 	1
A_15_P202481	vsnl1b	XM_005158590 	1
A_15_P149906	rhbdl3	NM_001017556 	1
A_15_P196506	slc17a6a	NM_001009982 	1
A_15_P160931	dhrs13b	NM_001003510 	1
CUST_4146_PI425730982	prelid1b	NM_001020679 	1
CUST_4243_PI425730982	paplnb	NM_001020564 	1
A_15_P736526	stard7	XM_687902 	1
CUST_12416_PI425730982	bpifcl	XM_001342726 	1
A_15_P182991	ptdss1b	XM_682780 	1
CUST_1501_PI425730982	tagln2	NM_201576 	1
A_15_P242301	smpd4	NM_213355 	1
CUST_149_PI425731107	dclk2	NM_001145788 	1
A_15_P722336	zp3a.1	NM_001013271 	1
A_15_P466854	LOC101886504	XM_005158425 	1
A_15_P366600	gosr2	NM_199688 	1
A_15_P400725	dhtkd1	NM_001008619 	1
A_15_P106608	LOC101883815	XM_009305276 	1
A_15_P208846	arxa	NM_131384 	1
A_15_P491602	ercc1	NM_001103138 	1
A_15_P501647	thbs4a	NM_001114424 	1
CUST_1359_PI425730982	scg5	NM_200726 	1
A_15_P728291	aldocb	NM_194384 	1
A_15_P152471	polr3h	NM_001002476 	1
A_15_P196176	tmem180	XM_009306783 	1
A_15_P422780	kcnb2	XM_678581 	1
A_15_P664716	gpr34b	NM_001128546 	1
A_15_P339841	leng8	NM_001089519 	1
A_15_P209646	hdac1	XM_005159592 	1
A_15_P100012	glmna	NM_001007415 	1
A_15_P649586	cygb1	NM_152952 	1
A_15_P763456	LOC101882272	XM_005173558 	1
A_15_P760251	ugt1b7	NM_001172769 	1
A_15_P461710	crym	NM_001080687 	1
A_15_P118011	polr3e	NM_212754 	1
CUST_24152_PI425730982	foxj3	XM_001922238 	1
A_15_P761686	loxhd1a	XM_009295133 	1
CUST_1264_PI425731064	prkcg	XM_001921680 	1
A_15_P111484	wdr55	NM_001003871 	1
A_15_P412405	nudcd2	NM_001003539 	1
A_15_P754316	ctdspl2b	NM_001089326 	1
A_15_P100858	spic	NM_001004621 	1
A_15_P119357	kat7b	NM_212635 	1
A_15_P442020	espn	NM_001123282 	1
A_15_P102032	psma1	NM_001003427 	1
A_15_P168061	itpr2	XM_685965 	1
A_15_P141306	tmem45b	NM_205677 	1
CUST_24048_PI425730982	stim1b	NM_001202541 	1
A_15_P548887	LOC103910147	XM_009298925 	1
A_15_P178361	kif15	XM_002666923 	1
A_15_P102913	elavl2	NM_001002172 	1
A_15_P207391	specc1la	NM_001039816 	1
A_15_P112122	ism1	NM_001012376 	1
A_15_P304911	ldhba	NM_131247 	1
A_15_P714846	cyp2k17	NM_001042778 	1
A_15_P115200	wdr43	NM_001018166 	1
A_15_P738686	lrrc20	NM_001007357 	1
A_15_P736431	fam114a2	XM_001923081 	1
A_15_P742216	pcmtl	NM_200768 	1
A_15_P732446	il10ra	NM_001077625 	1
A_15_P631586	snx1a	NM_001128671 	1
A_15_P626196	kif23	NM_131355 	1
A_15_P112890	nus1	NM_001002356 	1
A_15_P442260	zgc:171298	NM_001111244 	1
CUST_15448_PI425730982	LOC558704	XM_009304017 	1
A_15_P113499	zgc:77752	NM_200888 	1
A_15_P709611	zgc:153639	NM_001077372 	1
A_15_P395095	mroh1	XM_001919561 	1
CUST_15612_PI425730982	LOC103911859	XR_662950 	1
A_15_P111839	npl	NM_207051 	1
A_15_P171327	ppp1caa	NM_214811 	1
CUST_1364_PI425730982	necap1	NM_200722 	1
CUST_13488_PI425730982	si:ch73-181m17.1	XM_009306877 	1
A_15_P661461	pcsk1	NM_001137662 	1
A_15_P119460	zgc:158412	NM_001080025 	1
CUST_905_PI425730982	rtn4ip1	NM_200352 	1
A_15_P205346	sox14	NM_001037680 	1
CUST_10414_PI425730982	LOC100000034	NM_001128808 	1
A_15_P152921	zgc:92218	NM_001009986 	1
A_15_P679351	orc2	NM_001077304 	1
A_15_P183566	spen	XM_009296917 	1
A_15_P116577	tmx2a	NM_001110387 	1
A_15_P735546	dph7	NM_001082839 	1
A_15_P620401	ascc1	NM_001017610 	1
A_15_P438095	LOC101882481	XM_009294689 	1
A_15_P167306	c12h7orf62	XM_005173005 	1
A_15_P402785	calub	NM_201082 	1
CUST_21950_PI425730982	rfk	XM_684315 	1
A_15_P200486	prkx	XM_685338 	1
A_15_P238146	zgc:103482	NM_001006022 	1
A_15_P319171	kctd7	NM_001045333 	1
A_15_P753346	f11r.1	NM_001004667 	1
CUST_9608_PI425730982	LOC100334996	XM_009301741 	1
CUST_20524_PI425730982	dlg4	XM_009302023 	1
CUST_12621_PI425730982	LOC792676	XM_001920560 	1
A_15_P102925	e2f5	NM_001197300 	1
A_15_P183731	ptges3a	NM_213170 	1
A_15_P270951	myh14	XM_005157934 	1
A_15_P580342	ubap2b	NM_001082481 	1
CUST_1589_PI425731064	unc80	XM_009302296 	1
A_15_P137526	zfr2	XR_659464 	1
A_15_P152206	hdac8	NM_213431 	1
A_15_P193641	cntn4	NM_001080051 	1
A_15_P103455	six1b	NM_207095 	1
A_15_P350350	ugt5c3	NM_001128714 	1
A_15_P402025	srebf2	NM_001089466 	1
A_15_P102583	zcchc17	NM_200544 	1
A_15_P141861	shfm1	NM_199593 	1
A_15_P181176	nsd1b	XM_005173884 	1
A_15_P291426	gnrhr4	NM_001098193 	1
CUST_3933_PI425730982	pecr	NM_001017727 	1
A_15_P719791	mcm3l	NM_001171068 	1
A_15_P307356	LOC100150882	XM_001923122 	1
A_15_P155986	LOC100538044	XM_003197828 	1
A_15_P489517	b4gat1	NM_001278828 	1
A_15_P530432	atp1a1a.1	NM_131686 	1
CUST_9744_PI425730982	slc22a23	XM_005173834 	1
A_15_P210691	zgc:77358	NM_205632 	1
A_15_P105679	cdhr1a	NM_001005402 	1
A_15_P338985	zgc:66475	NM_201064 	1
A_15_P452305	ispd	XM_009291808 	1
A_15_P109816	sp9	NM_212960 	1
A_15_P205941	pi4k2a	NM_213358 	1
A_15_P440020	rpap2	NM_001024432 	1
CUST_8558_PI425730982	LOC101885700	XM_005165005 	1
A_15_P412355	si:rp71-81e14.2	NM_001098259 	1
A_15_P197596	LOC100330227	XM_002664174 	1
A_15_P706409	apeh	NM_198869 	1
A_15_P252556	crebrf	XM_005170287 	1
A_15_P723146	baz2a	XM_009296634 	1
A_15_P674331	cyth1b	NM_199722 	1
CUST_10455_PI425730982	zgc:193538	NM_001130597 	1
CUST_3089_PI425731107	LOC100149732	XM_001921000 	1
A_15_P103638	cadm4	NM_001007428 	1
A_15_P111625	srsf2a	NM_213382 	1
A_15_P116389	rfxap	XM_001923645 	1
A_15_P346020	LOC100537720	XM_003199579 	1
A_15_P268466	LOC567924	XM_005156703 	1
A_15_P623556	stard10	NM_200220 	1
A_15_P149566	pomgnt2	NM_001012384 	1
A_15_P377890	daglb	XM_009306377 	1
A_15_P241836	LOC799182	XM_001339531 	1
A_15_P418935	tanc2a	XM_009299381 	1
CUST_225_PI425731064	LOC100003935	XM_009299074 	1
A_15_P121125	plxdc2	NM_001146305 	1
A_15_P700416	ubc	NM_001077804 	1
A_15_P662361	dachd	NM_001080673 	1
CUST_12604_PI425730982	emd	XM_005162117 	1
A_15_P643961	irx1a	NM_207184 	1
A_15_P679081	zgc:153361	NM_001077164 	1
A_15_P731581	si:ch1073-138d10.2	XM_009297093 	1
A_15_P157526	ctxn3	XM_002663503 	1
A_15_P494762	mipa	NM_001003534 	1
A_15_P444785	rad23b	NM_200564 	1
CUST_4221_PI425730982	zgc:110410	NM_001020592 	1
A_15_P140226	rassf2a	NM_001004676 	1
CUST_3651_PI425730982	bccip	NM_001013475 	1
A_15_P102021	pcgf5b	NM_001045235 	1
A_15_P734751	zdhhc3a	NM_001002725 	1
A_15_P177826	lad1	XM_681531 	1
CUST_6001_PI425730982	zgc:158643	NM_001080702 	1
A_15_P461895	psmd13	NM_200948 	1
CUST_4229_PI425730982	klhl36	NM_001020580 	1
A_15_P743126	slc4a4a	XM_005165244 	1
A_15_P113530	tfap2a	NM_176859 	1
A_15_P120398	gdf6b	NM_130987 	1
A_15_P153536	si:dkey-211g8.1	NM_001082891 	1
A_15_P130321	prss59.2	NM_001281994 	1
A_15_P167761	rltpr	XM_009293613 	1
CUST_21643_PI425730982	frmd3	XM_009304291 	1
CUST_12175_PI425730982	ugt1b5	NM_001177342 	1
CUST_10249_PI425730982	npdc1a	NM_001128783 	1
CUST_20665_PI425730982	htr2cl2	XM_001339004 	1
CUST_1540_PI425731107	si:dkey-250k15.10	XM_009292169 	1
A_15_P184171	ncoa1	XM_009294874 	1
A_15_P343725	aim1b	XM_009299937 	1
A_15_P206116	chchd6b	NM_001007394 	1
A_15_P755806	postnb	NM_001077786 	1
CUST_23517_PI425730982	nkx3-1	XM_677868 	1
CUST_2317_PI425730982	pih1d3	NM_001002309 	1
A_15_P662226	fibpa	NM_200409 	1
A_15_P500962	ciz1	XM_009301128 	1
A_15_P403290	wdr36	NM_199566 	1
CUST_4027_PI425730982	csmd1a	NM_001017855 	1
A_15_P674911	si:dkey-23c22.2	XM_005167034 	1
A_15_P746641	prrg2	NM_001202478 	1
A_15_P634116	wfikkn1	NM_214747 	1
A_15_P308101	LOC100329495	XM_003198602 	1
A_15_P115906	calhm2	NM_001003458 	1
A_15_P112171	srsf1a	XM_005157415 	1
CUST_384_PI425731107	LOC100329657	XM_002662721 	1
CUST_899_PI425730982	tnfaip8l3	NM_200351 	1
A_15_P103392	b9d2	XM_005161162 	1
A_15_P417262	tab3	NM_001045105 	1
CUST_1607_PI425731064	LOC103909937	XM_009298292 	1
A_15_P330456	lix1l	NM_001126439 	1
A_15_P622131	clul1	NM_001099994 	1
CUST_293_PI425731107	LOC100003902	XM_005164078 	1
CUST_2625_PI425731107	LOC101883349	XM_005160990 	1
A_15_P192816	fdx1b	NM_001100949 	1
A_15_P104402	pigb	NM_200476 	1
A_15_P209131	fstl3	NM_001030111 	1
A_15_P655656	hoxc6b	XM_005172774 	1
A_15_P164981	LOC101883445	XM_009291465 	1
CUST_627_PI425731107	si:ch211-131e11.19	XM_009299071 	1
A_15_P628951	snai1a	XM_005169248 	1
CUST_14752_PI425730982	LOC100331428	XM_002660577 	1
CUST_1052_PI425730982	kcnk5b	NM_200633 	1
CUST_1297_PI425731107	lrrtm4l1	XM_009305239 	1
A_15_P284961	LOC100332626	XM_002664096 	1
A_15_P624531	spna2	NM_001098488 	1
A_15_P346845	rpz5	NM_001110124 	1
CUST_21714_PI425730982	LOC792721	XM_009298535 	1
CUST_14884_PI425730982	wdr17	NM_001201544 	1
CUST_22276_PI425730982	si:ch73-106k19.2	XM_009306309 	1
A_15_P106896	oaz1a	NM_194264 	1
CUST_22540_PI425730982	fam89a	XM_002665651 	1
CUST_21994_PI425730982	pecam1	XM_005164273 	1
A_15_P757821	LOC101886719	XM_009302261 	1
A_15_P393565	LOC557223	XM_680236 	1
CUST_7_PI425730982	ache	NM_131846 	1
A_15_P138396	si:dkey-78l4.4	XM_003201049 	1
A_15_P236656	LOC103911715	XM_009305110 	1
A_15_P167031	unk	NM_200236 	1
CUST_369_PI425730982	anxa1b	NM_181759 	1
CUST_253_PI425731107	upk1a	NM_001040242 	1
A_15_P660746	sgk3	NM_001110467 	1
A_15_P282531	LOC101884943	XM_009306946 	1
A_15_P113382	crnkl1	NM_200946 	1
CUST_22684_PI425730982	prokr1a	NM_001173406 	1
A_15_P146791	tmprss4b	NM_001126377 	1
CUST_228_PI425731107	vars	XM_677715 	1
A_15_P732186	eif4bb	NM_214718 	1
CUST_15316_PI425730982	si:dkey-162h11.3	XM_009302786 	1
A_15_P690201	pbx3b	NM_131616 	1
A_15_P150476	zgc:64012	NM_214761 	1
A_15_P651490	wu:fb11h05	XM_009300469 	1
A_15_P763010	LOC103909223	XM_009294194 	1
A_15_P726256	zgc:136302	NM_001045296 	1
CUST_1758_PI425731064	si:dkey-85a20.4	XM_009307521 	1
A_15_P110317	zcchc8	NM_001083818 	1
A_15_P289221	si:dkey-21e2.11	XR_117963 	1
CUST_841_PI425730982	upb1	NM_199616 	1
A_15_P621491	LOC553308	NM_001083817 	1
A_15_P260016	taf9	NM_001044395 	1
CUST_15676_PI425730982	LOC563998	XM_009306844 	1
A_15_P183226	hck	XM_005174121 	1
A_15_P116342	raraa	XM_005156052 	1
A_15_P226046	pho	NM_001002867 	1
CUST_6661_PI425730982	bloc1s1	NM_001044350 	1
A_15_P598677	chia.3	NM_213213 	1
A_15_P452565	nt5dc3	XM_681686 	1
CUST_13569_PI425730982	LOC100005318	XM_009307761 	1
A_15_P116019	lcp2a	NM_214717 	1
A_15_P205791	c1r	NM_001030150 	1
CUST_1947_PI425731064	amot	XM_686779 	1
A_15_P408895	adcy5	NM_001171585 	1
A_15_P335680	ube3c	NM_200473 	1
A_15_P416280	zgc:158803	NM_001089547 	1
A_15_P484785	zgc:171445	NM_001113629 	1
A_15_P298276	il15	XR_659161 	1
A_15_P500217	LOC101884750	XR_660534 	1
A_15_P752561	inpp5f	NM_001126432 	1
A_15_P299666	trpm2	NM_001288817 	1
CUST_8724_PI425730982	gpr153	XM_009304261 	1
A_15_P625646	mapk7	NM_001013451 	1
A_15_P414400	ehd1a	NM_212874 	1
CUST_12080_PI425730982	unc13c	XM_005158978 	1
CUST_769_PI425731107	wu:fi27h03	XM_679489 	1
A_15_P114892	fastk	NM_001170819 	1
A_15_P758026	si:ch211-134a4.4	XM_005161486 	1
A_15_P195521	tpra1	NM_001030251 	1
A_15_P642281	fosl2	NM_001082998 	1
A_15_P402755	rad54l2	XM_005174006 	1
A_15_P626391	farsa	NM_001045295 	1
A_15_P520072	fhl3a	XM_690386 	1
A_15_P112030	zgc:153953	NM_001080005 	1
A_15_P625816	cnpy2	NM_001039826 	1
CUST_21002_PI425730982	si:ch211-240h7.2	XM_001333771 	1
A_15_P173001	adal	NM_001033744 	1
A_15_P135951	LOC100330283	XM_005174099 	1
CUST_2630_PI425731107	zgc:173593	NM_001109705 	1
A_15_P626171	pitx1	NM_001040346 	1
A_15_P111603	btr30	NM_200422 	1
A_15_P117198	zgc:86586	NM_001009903 	1
CUST_1341_PI425730982	ndufv2	NM_200747 	1
A_15_P155131	LOC100334749	XM_002665254 	1
CUST_4437_PI425730982	il10	NM_001020785 	1
A_15_P210011	hsbp1b	NM_200754 	1
A_15_P336590	ace2	XM_005169360 	1
CUST_12063_PI425730982	si:ch211-147k10.6	NR_120358 	1
A_15_P317401	vipr1a	XM_002660797 	1
A_15_P269541	LOC796404	XM_005162448 	1
A_15_P736481	actb2	NM_181601 	1
CUST_22999_PI425730982	LOC101885127	XM_005174615 	1
A_15_P493412	LOC560644	XM_684039 	1
A_15_P165191	her13	NM_001017901 	1
CUST_290_PI425731107	zp2.3	NM_131828 	1
A_15_P105788	snrnp200	NM_001123257 	1
CUST_12709_PI425730982	si:dkey-57k17.1	XM_005157256 	1
A_15_P745122	LOC100148225	XM_005169786 	1
A_15_P183291	sulf2b	NM_001003833 	1
A_15_P153316	sema3aa	NM_131060 	1
CUST_570_PI425731107	heatr1	XM_009306489 	1
A_15_P640571	crhbp	NM_001003459 	1
A_15_P137466	LOC794650	XM_009295876 	1
A_15_P222686	si:dkey-217l10.3	XM_009299713 	1
CUST_23068_PI425730982	gpr78	XM_001340127 	1
A_15_P310021	arhgap27l	XM_005171602 	1
A_15_P563615	LOC101886526	XM_005168673 	1
CUST_581_PI425730982	naalad2	NM_200277 	1
A_15_P695686	pspc1	NM_001045258 	1
A_15_P153891	psma6b	NM_131795 	1
A_15_P595632	im:7144090	XM_009302310 	1
A_15_P115240	ppm1bb	NM_001007313 	1
A_15_P271351	gramd1a	XM_005158265 	1
A_15_P119580	cyp8b2	NM_001110288 	1
A_15_P193541	fkrp	NM_001042689 	1
A_15_P114143	ahcyl1	NM_201293 	1
A_15_P173546	fabp11b	NM_001020558 	1
A_15_P157776	LOC100006777	XM_001345397 	1
CUST_1273_PI425731064	LOC792773	XM_001332340 	1
A_15_P117317	dusp23a	NM_001039620 	1
CUST_651_PI425730982	unk	NM_200236 	1
CUST_24028_PI425730982	LOC100333777	XM_009298924 	1
A_15_P726161	fahd2a	NM_212918 	1
A_15_P516277	LOC571031	XM_009301887 	1
A_15_P531597	fam53b	NM_001007187 	1
A_15_P719501	slc7a3	NM_001007329 	1
A_15_P192891	cnot10	XM_009292065 	1
A_15_P347725	zgc:153867	NM_213638 	1
A_15_P678656	gb:bc152504	XM_005155851 	1
A_15_P730271	tbl1x	NM_001082994 	1
A_15_P469680	fmn2b	XM_009306991 	1
A_15_P662506	lrrc47	NM_001110372 	1
CUST_21552_PI425730982	frrs1l	XM_003200196 	1
A_15_P765156	ca15c	NM_001077333 	1
A_15_P104889	ca15b	NM_213182 	1
A_15_P569572	iqce	NM_001287204 	1
A_15_P214546	si:ch211-106h4.9	XM_685080 	1
A_15_P728606	adm2a	NM_001130135 	1
A_15_P179841	fbln2	XM_005169337 	1
CUST_8470_PI425730982	LOC103910357	XM_009299911 	1
A_15_P659071	ppm1la	NM_001077600 	1
A_15_P223056	timp2b	NM_213296 	1
A_15_P620304	snf8	NM_001007412 	1
CUST_14266_PI425730982	eps15	XM_009303865 	1
A_15_P214476	vps37a	NM_199990 	1
A_15_P631496	tubb4b	NM_198809 	1
A_15_P102942	elovl2	NM_001040362 	1
A_15_P197176	si:dkey-33c12.4	NM_001161599 	1
A_15_P103937	dedd1	NM_131602 	1
A_15_P148751	fam131c	NM_001033590 	1
A_15_P152111	prnpa	NM_205586 	1
A_15_P272836	sec24a	XM_005170340 	1
A_15_P664461	cers4a	NM_153670 	1
A_15_P234346	csrnp2	XM_009297026 	1
A_15_P185891	tatdn2	NM_001128693 	1
CUST_1613_PI425731107	LOC100331720	XM_009302382 	1
CUST_3843_PI425730982	tnni2b.1	NM_001017587 	1
A_15_P204571	si:ch211-11i5.1	XM_009292584 	1
A_15_P747116	tmem59	NM_001111188 	1
A_15_P105222	spag6	NM_001002210 	1
A_15_P190976	LOC558202	XM_005173223 	1
A_15_P132651	ypel3	NM_212790 	1
A_15_P397145	LOC100332081	XM_002662583 	1
CUST_1997_PI425731064	LOC100333986	XM_009300933 	1
A_15_P155366	gcnt3	XM_002666917 	1
A_15_P674696	ddx6	XM_679831 	1
A_15_P191846	si:dkey-88n24.9	XM_009302829 	1
A_15_P117820	sox17	NM_131287 	1
A_15_P558037	LOC100537580	XM_003197686 	1
CUST_22355_PI425730982	znf319	XM_009297923 	1
A_15_P211066	fancd2	XM_005166027 	1
CUST_12089_PI425730982	fam3d	XM_009302659 	1
A_15_P690906	pcdh1g18	NM_001024117 	1
A_15_P620265	gnb3a	NM_001002437 	1
CUST_1430_PI425730982	hagh	NM_200043 	1
A_15_P161366	zgc:101810	NM_001007772 	1
A_15_P138111	ctskl	XM_009296330 	1
CUST_23204_PI425730982	stx10	XM_001922219 	1
A_15_P266906	rreb1b	XM_005163366 	1
A_15_P131401	pigr	XM_005163603 	1
A_15_P198271	slc1a7a	NM_001130622 	1
CUST_22412_PI425730982	kdf1a	XM_001338342 	1
A_15_P507867	blmh	NM_200018 	1
A_15_P628801	fabp7a	NM_131605 	1
A_15_P119830	stom	NM_131758 	1
CUST_1573_PI425731064	cep192	XM_009292115 	1
A_15_P518497	sufu	NM_201309 	1
A_15_P193061	csnk1g2b	NM_001290336 	1
A_15_P144181	LOC795086	XM_001335144 	1
CUST_3611_PI425730982	zgc:110848	NM_001013329 	1
A_15_P453825	ptenb	NM_001001822 	1
A_15_P736476	si:ch211-243g18.2	NM_001044910 	1
A_15_P489195	kif5ab	XM_001339614 	1
A_15_P400650	htr1aa	NM_001123321 	1
A_15_P551952	syt15	XM_001338439 	1
A_15_P110102	nr5a1a	NM_131794 	1
A_15_P118472	zgc:195245	NM_001126422 	1
CUST_4855_PI425730982	drd4-rs	NM_001012620 	1
A_15_P140646	zgc:64072	NM_199702 	1
A_15_P374769	si:ch73-56d11.4	XM_001339219 	1
CUST_10953_PI425730982	rpl22l1	NR_027625 	1
A_15_P747786	b2ml	NM_213126 	1
A_15_P192271	casp8ap2	NM_001014334 	1
A_15_P197026	dctn1b	XM_009307203 	1
A_15_P190736	htr4	XM_009291062 	1
A_15_P111922	mc4r	NM_173278 	1
A_15_P268291	si:ch211-121a2.3	XM_693013 	1
A_15_P111592	nampt	XM_002661340 	1
A_15_P159656	golgb1	XM_001920290 	1
A_15_P627746	slmapb	NM_200177 	1
A_15_P535132	myh9a	NM_001098177 	1
A_15_P707307	LOC100331026	XM_009292521 	1
A_15_P185791	stat2	NM_001271801 	1
CUST_3006_PI425731107	LOC101882639	XR_659648 	1
A_15_P570517	ihha	NM_001034993 	1
CUST_23880_PI425730982	stx19	XM_009304578 	1
CUST_22554_PI425730982	tcaim	XM_682578 	1
CUST_10504_PI425730982	rgs19	NM_001130639 	1
A_15_P406180	ash1l	XM_687162 	1
A_15_P438150	palb2	XM_001919731 	1
A_15_P180701	diablob	NM_001243034 	1
A_15_P312401	stambpl1	XM_694037 	1
A_15_P747991	pdhx	NM_200560 	1
A_15_P498637	si:dkey-208k22.6	XM_686442 	1
A_15_P671281	mark2a	XM_009295511 	1
A_15_P175701	gpd1b	NM_199706 	1
A_15_P730751	si:ch211-191i18.2	NM_001045041 	1
A_15_P661796	heatr5a	XM_009293123 	1
A_15_P106737	si:ch211-208m1.2	NM_001080003 	1
A_15_P205536	vgll4l	NM_001079998 	1
A_15_P291141	si:dkey-7k24.6	XM_678508 	1
A_15_P649766	nlk1	NM_212956 	1
A_15_P105439	avp	NM_178293 	1
A_15_P597102	wu:fa56d06	NM_001288775 	1
CUST_9336_PI425730982	LOC103908664	XM_009295830 	1
CUST_22162_PI425730982	tmem62	XM_001923726 	1
A_15_P724686	eif2b5	NM_001113597 	1
A_15_P120288	adck1	NM_001123049 	1
A_15_P397325	igfbp6b	NM_001161402 	1
A_15_P142641	ust	NM_001032729 	1
A_15_P628186	atp6v1c1a	NM_201322 	1
A_15_P103872	si:dkey-26o16.6	XM_688657 	1
A_15_P149651	man1b1	NM_001099979 	1
A_15_P120962	atp1b2b	NM_131838 	1
CUST_10096_PI425730982	or137-1	NM_001128376 	1
A_15_P625996	tsta3	NM_001008620 	1
A_15_P719156	ppm1ab	NM_001161332 	1
